PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
HUMBOLDT (BARON VON),219,PLAYGROUND,OUTDOOR
,,,
COLISEUM,507,PLAYGROUND,OUTDOOR
,,,
"WILLIAMS-DAVIS (HATTIE KAY,IZORA)",532,PLAYGROUND,OUTDOOR
,,,
WELLES (GIDEON),110,PLAYGROUND,OUTDOOR
,,,
PARK NO. 540,540,PLAYGROUND,OUTDOOR
,,,
JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR
,,,
MORAN (TERRENCE),1051,PLAYGROUND,OUTDOOR
,,,
MORAN (TERRENCE),1051,SPRAY FEATURE,OUTDOOR
,,,
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR
,,,
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR
,,,
MORGAN (THOMAS LEEDS) FIELD,1132,PLAYGROUND,OUTDOOR
,,,
MORGAN (THOMAS LEEDS) FIELD,1132,BASKETBALL COURT,OUTDOOR
,,,
MOUNT GREENWOOD,251,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MOUNT GREENWOOD,251,GYMNASIUM,INDOOR
,,,
MOUNT GREENWOOD,251,ICESKATING,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOUNT GREENWOOD,251,POOL (OUTDOOR),OUTDOOR
,,,
MOUNT GREENWOOD,251,PLAYGROUND,OUTDOOR
,,,
MOUNT GREENWOOD,251,SPRAY FEATURE,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR
,,,
MOUNT GREENWOOD,251,BASEBALL SR,OUTDOOR
,,,
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR
,,,
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR
,,,
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR
,,,
MOUNT GREENWOOD,251,TENNIS COURT,OUTDOOR
,,,
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR
,,,
MOZART (AMADEUS),128,BASKETBALL COURT,OUTDOOR
,,,
MOZART (AMADEUS),128,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MOZART (AMADEUS),128,FITNESS CENTER,INDOOR
,,,
MOZART (AMADEUS),128,GYMNASIUM,INDOOR
,,,
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOZART (AMADEUS),128,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MOZART (AMADEUS),128,PLAYGROUND,OUTDOOR
,,,
MULBERRY,1284,PLAYGROUND PARK,OUTDOOR
,,,
MULBERRY,1284,SPRAY FEATURE,OUTDOOR
,,,
MUNROE,1052,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MUNROE,1052,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MUNROE,1052,PLAYGROUND,OUTDOOR
,,,
MUNROE,1052,VOLLEYBALL (SAND),OUTDOOR
,,,
MUNROE,1052,SPRAY FEATURE,OUTDOOR
,,,
MUNROE,1052,TENNIS COURT,OUTDOOR
,,,
MUNROE,1052,TENNIS COURT,OUTDOOR
,,,
MUNROE,1052,TRACK,OUTDOOR
,,,
MURRAY (DAVID),1053,BASKETBALL COURT,OUTDOOR
,,,
MURRAY (DAVID),1053,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
MURRAY (DAVID),1053,PLAYGROUND,OUTDOOR
,,,
MURRAY (DAVID),1053,SPRAY FEATURE,OUTDOOR
,,,
MURRAY (DAVID),1053,BASEBALL SR,OUTDOOR
,,,
NASH (DON) COMM. CTR.,482,FITNESS CENTER,INDOOR
,,,
NASH (DON) COMM. CTR.,482,GYMNASIUM,INDOOR
,,,
NASH (DON) COMM. CTR.,482,POOL (INDOOR),INDOOR
,,,
NASH (DON) COMM. CTR.,482,PLAYGROUND,OUTDOOR
,,,
NELSON (ANDREW),1133,PLAYGROUND PARK,OUTDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,GYMNASIUM,INDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,PLAYGROUND,OUTDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,PLAYGROUND,OUTDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,TENNIS COURT,OUTDOOR
,,,
NICHOLS (JOHN FOUNTAIN),277,TENNIS COURT,OUTDOOR
,,,
NINEBARK,355,PLAYGROUND PARK,OUTDOOR
,,,
NINEBARK,355,SPRAY FEATURE,OUTDOOR
,,,
NOETHLING (GRACE),425,DOG FRIENDLY AREA,OUTDOOR
,,,
NORMANDY,1054,BASKETBALL COURT,OUTDOOR
,,,
NORMANDY,1054,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
NORMANDY,1054,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
NORMANDY,1054,PLAYGROUND,OUTDOOR
,,,
NORMANDY,1054,VOLLEYBALL,OUTDOOR
,,,
NORTH MAYFAIR,90,PLAYGROUND PARK,OUTDOOR
,,,
NORTH PARK NATURE CENTER,533,NATURE CENTER,SPECIAL
,,,
NORTHERLY ISLAND,34,BEACH,OUTDOOR
,,,
NORWOOD,141,BASKETBALL COURT,OUTDOOR
,,,
NORWOOD,141,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
NORWOOD,141,FITNESS CENTER,INDOOR
,,,
NORWOOD,141,GYMNASIUM,INDOOR
,,,
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
NORWOOD,141,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
NORWOOD,141,POOL (OUTDOOR),OUTDOOR
,,,
NORWOOD,141,PLAYGROUND,OUTDOOR
,,,
NORWOOD,141,SPORT ROLLER COURT,OUTDOOR
,,,
NORWOOD,141,BASEBALL SR,OUTDOOR
,,,
NORWOOD,141,TENNIS COURT,OUTDOOR
,,,
NORWOOD,141,TENNIS COURT,OUTDOOR
,,,
NORWOOD,141,TENNIS COURT,OUTDOOR
,,,
NORWOOD,141,TENNIS COURT,OUTDOOR
,,,
NORWOOD,141,TRACK,OUTDOOR
,,,
NORWOOD,141,WATER SLIDE,OUTDOOR
,,,
OAKDALE,235,BASKETBALL COURT,OUTDOOR
,,,
OAKDALE,235,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OAKDALE,235,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OAKDALE,235,POOL (OUTDOOR),OUTDOOR
,,,
OAKDALE,235,PLAYGROUND,OUTDOOR
,,,
OAKDALE,235,SPRAY FEATURE,OUTDOOR
,,,
OAKDALE,235,BASEBALL SR,OUTDOOR
,,,
OAKLEY,1137,PLAYGROUND PARK,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASKETBALL COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OGDEN (WILLIAM),8,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OGDEN (WILLIAM),8,FITNESS CENTER,INDOOR
,,,
OGDEN (WILLIAM),8,GYMNASIUM,INDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OGDEN (WILLIAM),8,POOL (OUTDOOR),OUTDOOR
,,,
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR
,,,
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR
,,,
OGDEN (WILLIAM),8,PLAYGROUND,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL SR,OUTDOOR
,,,
OGDEN (WILLIAM),8,BASEBALL SR,OUTDOOR
,,,
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,TENNIS COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,TRACK,OUTDOOR
,,,
OGDEN (WILLIAM),8,WATER PLAYGROUND,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,BASKETBALL COURT,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,BASKETBALL COURT,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,PLAYGROUND,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,SPRAY FEATURE,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,TENNIS COURT,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,TENNIS COURT,OUTDOOR
,,,
O'HALLAREN (BERNARD),1012,VOLLEYBALL,OUTDOOR
,,,
OHIO,1139,BASKETBALL COURT,OUTDOOR
,,,
OHIO,1139,PLAYGROUND,OUTDOOR
,,,
OHIO,1139,SPRAY FEATURE,OUTDOOR
,,,
OHIO & HARDING,1138,BASKETBALL COURT,OUTDOOR
,,,
OHIO & HARDING,1138,PLAYGROUND PARK,OUTDOOR
,,,
OLYMPIA,60,BASKETBALL COURT,OUTDOOR
,,,
OLYMPIA,60,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OLYMPIA,60,GYMNASIUM,INDOOR
,,,
OLYMPIA,60,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OLYMPIA,60,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OLYMPIA,60,PLAYGROUND,OUTDOOR
,,,
OLYMPIA,60,SPRAY FEATURE,OUTDOOR
,,,
OLYMPIA,60,BASEBALL SR,OUTDOOR
,,,
OLYMPIA,60,TENNIS COURT,OUTDOOR
,,,
OLYMPIA,60,TENNIS COURT,OUTDOOR
,,,
OLYMPIA,60,TENNIS COURT,OUTDOOR
,,,
ORIOLE,59,BASKETBALL COURT,OUTDOOR
,,,
ORIOLE,59,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ORIOLE,59,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ORIOLE,59,GYMNASIUM,INDOOR
,,,
ORIOLE,59,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
ORIOLE,59,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
ORIOLE,59,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
ORIOLE,59,PLAYGROUND,OUTDOOR
,,,
ORIOLE,59,PLAYGROUND,OUTDOOR
,,,
ORIOLE,59,SPRAY FEATURE,OUTDOOR
,,,
ORIOLE,59,BASEBALL SR,OUTDOOR
,,,
ORIOLE,59,BASEBALL SR,OUTDOOR
,,,
ORIOLE,59,BASEBALL SR,OUTDOOR
,,,
ORIOLE,59,BASEBALL SR,OUTDOOR
,,,
ORIOLE,59,TENNIS COURT,OUTDOOR
,,,
ORIOLE,59,TENNIS COURT,OUTDOOR
,,,
ORIOLE,59,TENNIS COURT,OUTDOOR
,,,
ORR (REZIN),407,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
ORR (REZIN),407,GYMNASIUM,INDOOR
,,,
ORR (REZIN),407,TRACK,OUTDOOR
,,,
OWENS (JESSE),237,BASKETBALL COURT,OUTDOOR
,,,
OWENS (JESSE),237,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OWENS (JESSE),237,GYMNASIUM,INDOOR
,,,
OWENS (JESSE),237,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OWENS (JESSE),237,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OWENS (JESSE),237,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OWENS (JESSE),237,PLAYGROUND,OUTDOOR
,,,
OWENS (JESSE),237,SPRAY FEATURE,OUTDOOR
,,,
OWENS (JESSE),237,BASEBALL SR,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OWENS (JESSE),237,TENNIS COURT,OUTDOOR
,,,
OZ,423,BASKETBALL COURT,OUTDOOR
,,,
OZ,423,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
OZ,423,GARDEN,OUTDOOR
,,,
OZ,423,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OZ,423,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
OZ,423,PLAYGROUND,OUTDOOR
,,,
OZ,423,BASEBALL SR,OUTDOOR
,,,
OZ,423,TENNIS COURT,OUTDOOR
,,,
OZ,423,TENNIS COURT,OUTDOOR
,,,
OZ,423,TENNIS COURT,OUTDOOR
,,,
OZ,423,TENNIS COURT,OUTDOOR
,,,
OZ,423,VOLLEYBALL,OUTDOOR
,,,
PACKINGTOWN,404,PLAYGROUND PARK,OUTDOOR
,,,
PACKINGTOWN,404,SPRAY FEATURE,OUTDOOR
,,,
PALMER (POTTER),13,BASKETBALL COURT,OUTDOOR
,,,
PALMER (POTTER),13,BASKETBALL COURT,OUTDOOR
,,,
PALMER (POTTER),13,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PALMER (POTTER),13,FITNESS CENTER,INDOOR
,,,
PALMER (POTTER),13,GYMNASIUM,INDOOR
,,,
PALMER (POTTER),13,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PALMER (POTTER),13,POOL (OUTDOOR),OUTDOOR
,,,
PALMER (POTTER),13,PLAYGROUND,OUTDOOR
,,,
PALMER (POTTER),13,SPORT ROLLER COURT,OUTDOOR
,,,
PALMER (POTTER),13,SPRAY FEATURE,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL SR,OUTDOOR
,,,
PALMER (POTTER),13,BASEBALL SR,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,TENNIS COURT,OUTDOOR
,,,
PALMER (POTTER),13,WATER SLIDE,OUTDOOR
,,,
PARK NO. 399,399,PLAYGROUND PARK,OUTDOOR
,,,
PARK NO. 422,422,PLAYGROUND,OUTDOOR
,,,
PARK NO. 422,422,SPRAY FEATURE,OUTDOOR
,,,
PARK NO. 484,484,PLAYGROUND,OUTDOOR
,,,
PARK NO. 489,489,PLAYGROUND PARK,OUTDOOR
,,,
PARK NO. 489,489,SPRAY FEATURE,OUTDOOR
,,,
PARK NO. 500,500,BASKETBALL COURT,OUTDOOR
,,,
PARK NO. 500,500,PLAYGROUND,OUTDOOR
,,,
PARK NO. 510,510,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PARK NO. 510,510,BASEBALL SR,OUTDOOR
,,,
PARK NO. 510,510,BASEBALL SR,OUTDOOR
,,,
PARK NO. 515,515,FITNESS CENTER,INDOOR
,,,
PARK NO. 515,515,GYMNASIUM,INDOOR
,,,
PARK NO. 515,515,POOL (INDOOR),INDOOR
,,,
PARK NO. 515,515,PLAYGROUND,OUTDOOR
,,,
PARK NO. 519,519,PLAYGROUND PARK,OUTDOOR
,,,
PARK NO. 520,520,PLAYGROUND PARK,OUTDOOR
,,,
PARK NO. 526,526,BOAT LAUNCH NON-MOTORIZED,OUTDOOR
,,,
PARK NO. 528,528,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PARK NO. 528,528,BASEBALL SR,OUTDOOR
,,,
PARK NO. 528,528,BASEBALL SR,OUTDOOR
,,,
PARK NO. 534,534,PLAYGROUND,OUTDOOR
,,,
PARK NO. 534,534,SPRAY FEATURE,OUTDOOR
,,,
PARK NO. 535,535,PLAYGROUND PARK,OUTDOOR
,,,
PARK NO. 546,546,PLAYGROUND,OUTDOOR
,,,
PARK NO. 551,551,DOG FRIENDLY AREA,OUTDOOR
,,,
PARK NO. 551,551,PLAYGROUND,OUTDOOR
,,,
DE BURGOS (JULIA),554,PLAYGROUND,OUTDOOR
,,,
PARK WEST,1168,PLAYGROUND PARK,OUTDOOR
,,,
PARK-VIEW,1056,PLAYGROUND PARK,OUTDOOR
,,,
PARSONS (LUCY),501,PLAYGROUND PARK,OUTDOOR
,,,
PARSONS (LUCY),501,SPRAY FEATURE,OUTDOOR
,,,
PASCHEN (CHRISTIAN),1057,BASKETBALL COURT,OUTDOOR
,,,
PASCHEN (CHRISTIAN),1057,BASKETBALL COURT,OUTDOOR
,,,
PASCHEN (CHRISTIAN),1057,PLAYGROUND,OUTDOOR
,,,
PASTEUR (LOUIS),247,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PASTEUR (LOUIS),247,GYMNASIUM,INDOOR
,,,
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PASTEUR (LOUIS),247,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PASTEUR (LOUIS),247,PLAYGROUND,OUTDOOR
,,,
PASTEUR (LOUIS),247,VOLLEYBALL (SAND),OUTDOOR
,,,
PASTEUR (LOUIS),247,SPORT ROLLER COURT,OUTDOOR
,,,
PASTEUR (LOUIS),247,SPRAY FEATURE,OUTDOOR
,,,
PASTEUR (LOUIS),247,BASEBALL SR,OUTDOOR
,,,
PASTEUR (LOUIS),247,TENNIS COURT,OUTDOOR
,,,
PASTEUR (LOUIS),247,TENNIS COURT,OUTDOOR
,,,
PERIWINKLE,436,PLAYGROUND PARK,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL COURT,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL COURT,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,FITNESS CENTER,INDOOR
,,,
PETERSON (PEHR SAMUEL),452,GYMNASIUM,INDOOR
,,,
PETERSON (PEHR SAMUEL),452,GYMNASTIC CENTER,INDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,PLAYGROUND,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,PLAYGROUND,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,TENNIS COURT,OUTDOOR
,,,
PIETROWSKI (SYLVESTER),1058,BASKETBALL COURT,OUTDOOR
,,,
PIETROWSKI (SYLVESTER),1058,PLAYGROUND,OUTDOOR
,,,
PINE,1287,PLAYGROUND PARK,OUTDOOR
,,,
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
RAINBOW BEACH,1001,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
RIIS (JACOB),123,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
RIIS (JACOB),123,LAGOON,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,FITNESS CENTER,INDOOR
,,,
PIOTROWSKI (LILLIAN),230,GYMNASIUM,INDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,POOL (OUTDOOR),OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,PLAYGROUND,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,SPRAY FEATURE,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL SR,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASEBALL SR,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,SKATE PARK,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASKETBALL COURT,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,BASKETBALL COURT,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,TENNIS COURT,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,VOLLEYBALL,OUTDOOR
,,,
PLEASANT POINT,140,BASKETBALL COURT,OUTDOOR
,,,
PLEASANT POINT,140,PLAYGROUND,OUTDOOR
,,,
PLEASANT POINT,140,SPRAY FEATURE,OUTDOOR
,,,
POPLAR,323,PLAYGROUND PARK,OUTDOOR
,,,
POPLAR,323,SPRAY FEATURE,OUTDOOR
,,,
PORTAGE,147,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
SAUGANASH,195,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
SCOTTSDALE,265,BOXING CENTER,INDOOR
,,,
PORTAGE,147,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PORTAGE,147,GARDEN,OUTDOOR
,,,
PORTAGE,147,GYMNASIUM,INDOOR
,,,
PORTAGE,147,POOL (INDOOR),INDOOR
,,,
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PORTAGE,147,POOL (OUTDOOR),OUTDOOR
,,,
PORTAGE,147,PLAYGROUND,OUTDOOR
,,,
PORTAGE,147,SPORT ROLLER COURT,OUTDOOR
,,,
PORTAGE,147,BASEBALL SR,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,TENNIS COURT,OUTDOOR
,,,
PORTAGE,147,WATER PLAYGROUND,OUTDOOR
,,,
PORTAGE,147,WATER SLIDE,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL COURT,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL COURT,OUTDOOR
,,,
POTTAWATTOMIE,166,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
POTTAWATTOMIE,166,FITNESS CENTER,INDOOR
,,,
POTTAWATTOMIE,166,GYMNASIUM,INDOOR
,,,
POTTAWATTOMIE,166,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
POTTAWATTOMIE,166,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
POTTAWATTOMIE,166,PLAYGROUND,OUTDOOR
,,,
POTTAWATTOMIE,166,SPRAY FEATURE,OUTDOOR
,,,
POTTAWATTOMIE,166,BASEBALL SR,OUTDOOR
,,,
POTTAWATTOMIE,166,TENNIS COURT,OUTDOOR
,,,
POTTAWATTOMIE,166,TENNIS COURT,OUTDOOR
,,,
PRAIRIE WOLF,329,PLAYGROUND PARK,OUTDOOR
,,,
PRAIRIE WOLF,329,SPRAY FEATURE,OUTDOOR
,,,
PRIVET,375,PLAYGROUND PARK,OUTDOOR
,,,
PORTAGE,147,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PULASKI (CASIMER),217,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PULASKI (CASIMER),217,GYMNASIUM,INDOOR
,,,
PULASKI (CASIMER),217,POOL (OUTDOOR),OUTDOOR
,,,
PULASKI (CASIMER),217,SPRAY FEATURE,OUTDOOR
,,,
PULASKI (CASIMER),217,WATER PLAYGROUND,OUTDOOR
,,,
RAILROAD JUNCTION,354,PLAYGROUND PARK,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL COURT,OUTDOOR
,,,
RAINBOW BEACH,1001,BEACH,OUTDOOR
,,,
